NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT00160563,Prevention of Asthma With Levocetirizine (36 Month Treatment) in Young Children Suffering From Eczema (Atopic Dermatitis) and Sensitized to Grass Pollen and House Dust Mite and Having Completed the Previous EPAAC Trial (NCT00152464),https://clinicaltrials.gov/study/NCT00160563,,TERMINATED,"Prolongation of the EPAAC™ trial - NCT00152464 (The Early Prevention of Asthma in Atopic Children).

36 months study to evaluate the efficacy and safety of levocetirizine (LCTZ) in preventing the onset of asthma in young atopic children.",YES,Asthma,DRUG: LEVOCETIRIZINE|OTHER: Placebo,"Time to Onset of Asthma, 36 months (from the randomization visit to the preceding A00309 - NCT00152464 trial onwards.)","Time to Onset of Asthma in the Subset of Subjects Still Asthma Free After First 18 Months., 18 months (from the end of the preceding A00309 - NCT00152464 trial onwards.)",,UCB Pharma,,ALL,CHILD,PHASE3,207,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",A00384,2004-06,2006-03,2006-03,2005-09-12,2009-06-17,2015-03-03,"North Adelaide, Australia|Parkville (North Melbourne), Australia|Bruxelles, Belgium|Brno, Czech Republic|Hradec Kralove, Czech Republic|Olomouc, Czech Republic|Ostrava 9, Czech Republic|Plezen-Lochotin, Czech Republic|Praha 5, Czech Republic|Praha 8, Czech Republic|Martigues, France|Saint-Etienne Cedex 2, France|Tarbes Cedex, France|Toulouse Cedex 3, France|Bayreuth, Germany|Berlin, Germany|Bielefeld, Germany|Bochum, Germany|Erlangen, Germany|Koln, Germany|Munchen, Germany|Wesel, Germany|Ancona, Italy|Bari, Italy|Bologna, Italy|Messina, Italy|Milano, Italy|Napoli, Italy|Pavia, Italy|Roma, Italy|Bialystock, Poland|Gdansk, Poland|Karpacz, Poland|Lodz, Poland|Lublin, Poland|Rabka Zdroj, Poland|Warszawa, Poland|Wroclaw, Poland|Bellville, South Africa|Clarement, South Africa|Durban, South Africa|Mowbray, South Africa|Pietermaritzburg, South Africa|Sydenham, South Africa|West Honeydew, South Africa|Westville, South Africa|Wynberg, South Africa|Barcelona, Spain|Espluques de Llobreqat, Spain|Dorchester, United Kingdom|Enfield, United Kingdom|Southampton, United Kingdom",
